0,1,9.9752366981
0,2,12.8310202483
0,3,23.049730104
0,4,22.5563423751
0,5,33.0564909996
0,6,22.1703550419
0,7,33.5776130177
0,8,43.5968499639
0,9,47.5927587882
0,10,95.9440858866
0,11,47.8983847157
0,12,97.1237932436
0,13,95.2306202635
0,14,45.44365143
0,15,91.1096731689
0,16,169.193611997
0,17,66.5647795456
0,18,62.6684482688
0,19,71.1979437077
0,20,72.1919936956
0,21,85.6271261035
0,22,136.227370226
0,23,116.497837068
0,24,168.599805292
0,25,178.554930859
0,26,100.139734199
0,27,65.3367137507
0,28,156.927582382
0,29,68.0452769975
1,2,11.6870638762
1,3,13.5564319666
1,4,19.8873024316
1,5,23.3307201581
1,6,31.825097666
1,7,23.7652764848
1,8,33.7852565626
1,9,40.639510996
1,10,90.7120390844
1,11,48.0584905542
1,12,88.7412651349
1,13,91.0946550945
1,14,55.2110414555
1,15,81.5423846185
1,16,176.560330989
1,17,63.769151162
1,18,62.4458999435
1,19,69.940469036
1,20,70.8320660725
1,21,92.750058299
1,22,146.169793707
1,23,109.071465903
1,24,176.35168662
1,25,185.072301024
1,26,93.1742690368
1,27,55.3714665738
1,28,165.910118268
1,29,58.0722761236
2,3,17.0028735926
2,4,31.2930146674
2,5,26.5496175886
2,6,32.7864153855
2,7,27.4702407094
2,8,36.8906719648
2,9,35.6851369779
2,10,83.155141492
2,11,36.6523166062
2,12,86.1166199791
2,13,82.4152084375
2,14,54.976124905
2,15,82.4642727512
2,16,181.52737416
2,17,53.9486788985
2,18,51.217841703
2,19,59.1824017588
2,20,60.1288451132
2,21,98.1543333686
2,22,143.91911872
2,23,104.523608551
2,24,180.706246375
2,25,191.214422208
2,26,87.9113459844
2,27,59.488542845
2,28,167.770306173
2,29,62.4119211099
3,4,27.8758977317
3,5,10.0983174737
3,6,45.1933047509
3,7,10.7893518181
3,8,20.6929616854
3,9,29.2383699177
3,10,80.3818246874
3,11,46.0489714205
3,12,75.4793705839
3,13,82.0368232836
3,14,68.4924365415
3,15,68.0780235732
3,16,189.514138065
3,17,56.9703605435
3,18,59.1463934831
3,19,64.9846451243
3,20,65.713075414
3,21,105.678647384
3,22,159.047318327
3,23,96.4529143405
3,24,189.508732145
3,25,197.486545051
3,26,81.0176475816
3,27,42.9608070846
3,28,179.462198755
3,29,45.8075986372
4,5,33.9688410625
4,6,34.4400202772
4,7,33.6187556051
4,8,42.0283642332
4,9,57.1035465971
4,10,108.247389935
4,11,67.894566013
4,12,100.841727526
4,13,109.600946768
4,14,55.80718774
4,15,88.920227239
4,16,164.683224829
4,17,83.2044863709
4,18,82.3292783891
4,19,89.7641649828
4,20,90.6385952614
4,21,81.3311669429
4,22,146.654784386
4,23,123.179558442
4,24,165.451237932
4,25,171.314679706
4,26,108.338491907
4,27,59.0936133635
4,28,159.185321711
4,29,61.1602054029
5,6,55.1344800951
5,7,1.29944997101
5,8,10.5946857408
5,9,25.472065337
5,10,76.2616350336
5,11,50.2446918233
5,12,67.1486735107
5,13,79.2746902454
5,14,78.4862968762
5,15,58.2331905715
5,16,197.799551263
5,17,56.9564998757
5,18,61.9392217984
5,19,66.3230229744
5,20,66.8990605789
5,21,114.04483931
5,22,169.141124655
5,23,89.2123831102
5,24,198.087400894
5,25,205.09289018
5,26,74.5694803218
5,27,32.9887225565
5,28,188.948632829
5,29,35.883464133
6,7,55.5902489035
6,8,65.6101589595
6,9,68.4630558145
6,10,114.176575253
6,11,60.0060751265
6,12,118.780931336
6,13,111.956173642
6,14,23.4112160254
6,15,113.269349001
6,16,149.584622174
6,17,82.0839710395
6,18,74.3006054945
6,19,84.1395183357
6,20,85.2601590726
6,21,67.1533001749
6,22,114.702754453
6,23,137.216758515
6,24,148.367118266
6,25,160.390738702
6,26,120.442219134
6,27,86.9296355335
6,28,135.077905362
6,29,89.5332924213
7,8,10.0233503063
7,9,26.4704018958
7,10,77.108214966
7,11,51.544000955
7,12,67.3356586574
7,13,80.2533235807
7,14,78.9687236769
7,15,57.9076719135
7,16,197.691244135
7,17,58.1455728969
7,18,63.2248381349
7,19,67.5661778531
7,20,68.1361434787
7,21,113.971630982
7,22,169.742928554
7,23,89.6085600225
7,24,198.046125796
7,25,204.845823369
7,26,75.1112370751
7,27,32.1793255759
7,28,189.168297429
7,29,35.0427103803
8,9,25.5733054467
8,10,73.2392610977
8,11,56.3145725079
8,12,59.0339009461
8,13,77.7354370654
8,14,88.9916483669
8,15,48.030235708
8,16,206.642696493
8,17,58.8763528572
8,18,66.4484868004
8,19,69.3386262322
8,20,69.751563843
8,21,123.080513199
8,22,179.730383704
8,23,82.2992734849
8,24,207.21388306
8,25,213.268970399
8,26,68.7920254647
8,27,22.6360419989
8,28,198.952516319
8,29,25.6059652352
9,10,51.2570251383
9,11,35.477830943
9,12,50.9664493312
9,13,53.80558761
9,14,90.1956046189
9,15,52.5171033009
9,16,216.759160567
9,17,33.3667981814
9,18,42.6297161797
9,19,44.1845568332
9,20,44.5081498801
9,21,133.084323752
9,22,176.760614027
9,23,68.9201261085
9,24,216.183415768
9,25,225.676675498
9,26,52.6201315547
9,27,41.2137856527
9,28,203.309851873
9,29,44.1442038781
10,11,58.9303638346
10,12,41.1408191225
10,13,11.6075812974
10,14,132.89852995
10,15,64.5340397782
10,16,263.734687082
10,17,35.0686040051
10,18,50.5020896992
10,19,41.1678262196
10,20,40.1480869463
10,21,181.004534774
10,22,210.284441814
10,23,35.2540223596
10,24,262.241357847
10,25,274.222999664
10,26,21.1843848077
10,27,77.4873000563
10,28,245.168202799
10,29,79.2754440656
11,12,78.9050502463
11,13,54.0083466108
11,14,75.5202750198
11,15,86.7561583508
11,16,207.540614791
11,17,24.0241877848
11,18,14.7895892303
11,19,24.1385609164
11,20,25.2544891138
11,21,126.768013827
11,22,151.945772208
11,23,89.0891105426
11,24,205.333296787
11,25,219.69270179
11,26,71.5331019525
11,27,75.8650887284
11,28,186.5450809
11,29,78.888329409
12,13,52.3189460534
12,14,140.999384803
12,15,26.3301671711
12,16,264.890191253
12,17,61.0331974691
12,18,77.6346714988
12,19,71.8973382503
12,20,71.3119280444
12,21,181.081593614
12,22,227.369383168
12,23,25.6042470446
12,24,264.986428741
12,25,272.151777046
12,26,21.5761252323
12,27,50.8292433928
12,28,253.855045307
12,29,51.2307757019
13,14,129.302252757
13,15,74.7095681693
13,16,261.004409444
13,17,30.1868165235
13,18,43.4047646057
13,19,33.2212083552
13,20,32.0845835327
13,21,179.098139921
13,22,203.473379635
13,23,46.304728264
13,24,259.077894073
13,25,272.346892508
13,26,32.7886180177
13,27,84.776776777
13,28,240.452391014
13,29,86.8254298462
14,15,136.522137944
14,16,132.113167086
14,17,99.1164572703
14,18,88.463141718
14,19,98.9151551097
14,20,100.097095899
14,21,54.1235665287
14,22,91.4640809171
14,23,158.260792937
14,24,129.817685334
14,25,145.144917122
14,26,141.134217611
14,27,110.32452537
14,28,113.270096654
14,29,112.910556513
15,16,253.278414579
15,17,74.8748119513
15,18,89.8080037571
15,19,86.7469606903
15,20,86.4680858665
15,21,170.234371702
15,22,226.382916496
15,23,50.8420333564
15,24,254.31470862
15,25,258.599683088
15,26,47.2463879037
15,27,31.2622172136
15,28,246.970080731
15,29,30.3640100845
16,17,230.859408281
16,18,220.559165907
16,19,231.027069142
16,20,232.209633693
16,21,83.8365291457
16,22,105.864770221
16,23,285.576892478
16,24,10.2267271868
16,25,22.8644938054
16,26,269.33323159
16,27,222.574090265
16,28,49.5941596841
16,29,224.183774166
17,18,16.8671616262
17,19,11.9741747112
17,20,11.8899479552
17,21,149.228237141
17,22,175.289214926
17,23,66.9457862658
17,24,228.893090376
17,25,242.420750442
17,26,49.6852023795
17,27,72.9934179233
17,28,210.561206787
17,29,75.7036346919
18,19,10.5985830622
18,20,11.7963959393
18,21,140.646653068
18,22,160.132860278
18,23,83.5661099403
18,24,218.00947064
18,25,233.273307457
18,26,66.439169113
18,27,83.8269763353
18,28,197.718365795
18,29,86.7334610894
19,20,1.19783704374
19,21,150.789644567
19,22,170.268965146
19,23,75.2598776044
19,24,228.540444302
19,25,243.569529199
19,26,58.5988491262
19,27,84.5525973091
19,28,208.304183289
19,29,87.315354548
20,21,151.937644168
20,22,171.420283609
20,23,74.3524867331
20,24,229.73012473
20,25,244.732935212
20,26,57.7623371743
20,27,84.7096924028
20,28,209.501013538
20,29,87.4537155286
21,22,92.3384688726
21,23,201.807143382
21,24,84.1405066862
21,25,93.266566101
21,26,185.699634821
21,27,139.999953795
21,28,82.0400820833
21,29,141.825856873
22,23,240.828895109
22,24,97.278526404
22,25,128.022023503
22,26,223.254625111
22,27,201.523546381
22,28,58.8991720149
22,29,204.178284553
23,24,285.097360686
23,25,293.939454567
23,26,17.5755747612
23,27,76.2977206168
23,28,271.526262
23,29,76.7970777989
24,25,32.829008914
24,26,268.617257084
24,27,223.889424067
24,28,39.9643430292
24,29,225.615668841
25,26,278.246330979
25,27,227.482154822
25,28,72.449591091
25,29,228.825312896
26,27,66.7931955374
26,28,254.358315742
26,29,67.9098751689
27,28,218.172446402
27,29,3.06890187631
28,29,220.322108182
